Wall time,Step,Value
1688472644.4507425,47759,-620.8621215820312
1688472674.8844059,47883,-620.795654296875
1688472676.3594635,47889,-620.7489624023438
1688472686.4524887,47930,-620.7989501953125
1688472690.8168247,47948,-620.8532104492188
1688472696.4697168,47971,-620.7439575195312
1688472722.0683017,48077,-620.8294067382812
1688472747.7736013,48182,-620.7463989257812
1688472751.6682014,48198,-620.7803955078125
1688472759.0225377,48228,-620.77783203125
1688472829.1910045,48515,-620.7731323242188
1688472831.1278274,48523,-620.7815551757812
1688472862.2396772,48651,-620.7789916992188
1688472909.856416,48845,-620.7462158203125
1688472943.8973079,48983,-620.7906494140625
1688473015.1035604,49273,-620.8259887695312
1688473028.283336,49327,-620.8037719726562
1688473034.4269166,49352,-620.878662109375
1688473065.1148994,49478,-620.8024291992188
1688473084.9568694,49559,-620.8797607421875
1688473100.049533,49620,-620.7900390625
1688473104.743986,49639,-620.794677734375
1688473195.7053916,50007,-620.7955932617188
1688473208.0394275,50057,-620.788818359375
1688473231.0678816,50150,-620.8366088867188
1688473235.0312893,50166,-620.7838134765625
1688473242.3936121,50196,-620.795654296875
1688473260.3067372,50269,-620.77783203125
1688473288.8484561,50383,-620.873291015625
1688473310.3599644,50471,-620.7710571289062
1688473326.9655838,50539,-620.78466796875
1688473349.1054127,50630,-620.7659301757812
1688473349.5841331,50632,-620.7661743164062
1688473351.0282733,50638,-620.7813110351562
1688473395.2470946,50820,-620.8046875
1688473434.1620896,50980,-620.781005859375
1688473442.984771,51016,-620.750732421875
1688473472.058484,51135,-620.8042602539062
1688473494.6939917,51228,-620.7760620117188
1688473508.153017,51283,-620.816650390625
1688473523.0033498,51343,-620.8475952148438
1688473546.524479,51438,-620.7861328125
1688473623.1678336,51751,-620.785400390625
1688473634.5863178,51795,-620.76708984375
1688473635.6514707,51799,-620.7618408203125
1688473638.088957,51807,-620.7942504882812
1688473673.7705927,51955,-620.745361328125
1688473684.6485205,52002,-620.8034057617188
1688473700.28872,52068,-620.8372802734375
1688473700.7794087,52070,-620.8031005859375
1688473740.2259831,52238,-620.9034423828125
1688473753.0726488,52293,-620.7930297851562
1688473767.3325386,52354,-620.7632446289062
1688473775.5535662,52388,-620.8124389648438
1688473804.372544,52511,-620.83642578125
1688473808.6550987,52529,-620.7627563476562
1688473835.045567,52642,-620.793212890625
1688473844.6568797,52683,-620.8232421875
1688473872.941286,52803,-620.7576904296875
1688473897.881646,52907,-620.8031616210938
1688473905.698738,52940,-620.7809448242188
1688473920.93402,53004,-620.8189697265625
1688473923.3595374,53014,-620.7567138671875
1688473942.3567657,53093,-620.7619018554688
1688473946.031943,53108,-620.8201904296875
1688473955.0069566,53145,-620.80322265625
1688474015.528206,53402,-620.7687377929688
1688474017.4480753,53410,-620.8196411132812
1688474031.2053082,53469,-620.7922973632812
1688474034.576298,53483,-620.8140258789062
1688474073.7476084,53649,-620.8006591796875
1688474087.5118217,53707,-620.7948608398438
1688474089.188341,53714,-620.8336791992188
1688474090.14279,53718,-620.7964477539062
1688474091.0852714,53722,-620.7877807617188
1688474124.3144627,53863,-620.827392578125
1688474132.3071015,53896,-620.7542724609375
1688474135.018854,53907,-620.808349609375
1688474174.443487,54073,-620.8322143554688
1688474178.054835,54088,-620.7869262695312
1688474182.943769,54109,-620.800537109375
